Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,11,1,864,0,0,0,,,Organic,,
2020,11,52ef4f054af42,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,52f4368889cfc,207,207,7730000,7730000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,11,531d7fb41a2b6,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,CBA
2020,11,5334dcc3d215c,440,439,17050000,17010000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2020,11,533ffb6139522,69,69,2365000,2365000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,11,5345dc5e451f5,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,CBA
2020,11,53718280aa55c,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,53b25988942b4,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,53b3899abf3b7,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,53c4373f790c8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,53e870e1e9907,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,540e9fd98f489,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,54154213572ce,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,541a77c4c04ec,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,11,5424f1b1888a2,17,17,545000,545000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,542a6155047d3,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,542a61ca09613,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2020,11,5430025bbe104,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,543f57c673f1a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,548c3aced2427,18,18,580000,580000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,11,548e99ea7969d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2020,11,5497efe5c5a0a,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,5497f0186b588,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5497f058408ca,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5497f08205bcc,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,54a9405a42ba0,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,54d18f3ba89ae,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,54d498277e7d8,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5558bf85703b0,53,53,1805000,1805000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,11,557be863146d7,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,11,55828e847e269,107,107,3730000,3730000,VIPIIAffiliate,FTT > 100 Counts,,Pending,NAB
2020,11,55962743b5ed3,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,55af2f08bc595,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,55f97188c3a5b,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5624fe2e838ee,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5636e753577ef,6,0,0,0,,,Organic,,
2020,11,565ecf8b4ef1c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,CBA
2020,11,566bc8efe487e,25,0,825000,0,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,566fa58ac8b2a,26,26,860000,860000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,CBA
2020,11,5672651f107a4,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,568f8e5b5fd64,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,5698c2c66a93a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,56a797e0d01da,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,11,56bca3c955d24,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,56c157848e1e5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,56d552aca4e2b,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,56d58aa09ec27,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5742884d315d1,62,62,2120000,2120000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,5796ffe48c3f5,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,11,57b0a69b213b0,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57bbc42248953,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2020,11,57bd83971f065,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,57be95e019a26,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,57c002511a1b7,27,27,895000,895000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid,CBA
2020,11,57c69c6c59213,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,57c7afe993a5d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,57d220fa4dbb4,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57d267613b944,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57d28b3c90d6a,92,92,3170000,3170000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,11,57d6310f1c96d,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,57e6c52539a7c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,57ea60f2361a1,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57edfaa94d0ea,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57ee069281a7f,14,14,440000,440000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,57ee390158513,783,783,30770000,30770000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,11,57fc47b4123cd,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57fca86c2761c,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,57ff411e57c93,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,CBA
2020,11,5804cc624de3a,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,11,580e2bd70ac4c,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,581196c72f841,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,5815a3b089d3c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,58184c5621e9c,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,581b1c669430a,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid_No_Bank,CBA
2020,11,582183503f991,147,147,5330000,5330000,VIPIIAffiliate,FTT > 100 Counts,,Pending,CBA
2020,11,5822e5030193f,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,582c083f47fea,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,58369afbdfda3,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,58378e7f81041,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,58390db6cd5a9,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,583e28c6ee5cc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,11,583e41eb0727f,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,584281bc51384,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,584d53cfe1a8f,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,11,5850cfc1b4328,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,11,585232d8e740e,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,5856ad6fe7c3e,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,11,58618cf03448c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,11,5861df0067ac2,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,586b4c7d7c272,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,58751b0c7cf5b,38,38,1280000,1280000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,11,5.8807E+68,125,125,4450000,4450000,VIPIIAffiliate,FTT > 100 Counts,,Unpaid,CBA
2020,11,588613046b875,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,58904d0598366,49,49,1665000,1665000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,11,58940a180a6e9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,589c108daf8de,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid,CBA
2020,11,589c20a290af4,16,16,510000,510000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,11,589dfd90519ef,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,589dfe20e7ec4,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,589dfffce8df3,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,11,58aeac422172a,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,58b65e816c302,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2020,11,58c65fd9ead7e,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,58cb8ed50bf2f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,11,58dfb884c5f1a,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,58e4037b789a6,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,58e407c84a4c4,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,11,58e40815257dc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,11,58e40b614476c,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,11,58e6f9092a31c,3,0,90000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,11,58f2d3ffbd210,40,0,1350000,0,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,11,58f41843d0b5c,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,ANZ
2020,11,58f5c2a2f0123,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
