Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,9,1,957,0,0,0,,,Organic,,
2020,9,52f4368889cfc,265,265,10050000,10050000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,9,5334dcc3d215c,263,262,9970000,9930000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,9,533ffb6139522,109,109,3810000,3810000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2020,9,536900e1ee0bf,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,536b3b92ac8b8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,9,53718280aa55c,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5399560b0bb25,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,53e1dba9bca76,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,53e870e1e9907,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,541026f8dcf5f,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,9,54154213572ce,6,5,180000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5415d7f5b0e45,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,541a77c4c04ec,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5424f1b1888a2,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,ANZ
2020,9,542a60ef961fb,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,542a6155047d3,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,542a61ca09613,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5430025bbe104,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,543ac92f17f15,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,543f57c673f1a,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,54446ccf0da2f,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,548c3aced2427,35,35,1175000,1175000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,5497efe5c5a0a,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5497f0186b588,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,5497f058408ca,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,54a9405a42ba0,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,54c5de399ba55,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,54d18f3ba89ae,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,ANZ
2020,9,54d498277e7d8,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,55407005ba862,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,9,5558bf85703b0,57,57,1945000,1945000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,555ee8415551b,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,556939c9b25d2,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,9,55828e847e269,173,173,6370000,6370000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,9,5588b8148f6e3,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,55962743b5ed3,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,55af2f08bc595,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,CBA
2020,9,55fbee0a23d12,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5636e753577ef,12,0,0,0,,,Organic,,
2020,9,565ecf8b4ef1c,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,9,566bc8efe487e,12,11,370000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,566fa58ac8b2a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,56726635cda23,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,567cc979c7cfd,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5698c2c66a93a,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,56baaad7d2f8c,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,56bca3c955d24,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5704db9e3d4d7,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57404aa4e99d4,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5742884d315d1,159,159,5810000,5810000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,9,575a8af8a7730,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5763ec251705d,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,NAB
2020,9,5787acd131c9b,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5796ffe48c3f5,5,0,150000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57a0442a3528c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,57b0a69b213b0,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,57bd83971f065,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57c002511a1b7,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57c69c6c59213,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,57c974e8b69ee,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57ce520b30eff,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57d220fa4dbb4,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid,CBA
2020,9,57d267613b944,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57d28b3c90d6a,88,88,3030000,3030000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,57d6310f1c96d,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,57d8ef0bbf88e,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,57dc736379754,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,57ebd786b1a26,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,57ee069281a7f,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,57ee390158513,910,910,35850000,35850000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,9,57fc47b4123cd,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,57fca86c2761c,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,57ff411e57c93,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5804cc624de3a,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,580581f5bfca0,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,580e2bd70ac4c,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,581196c72f841,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,58184c5621e9c,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,581b1c669430a,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,CBA
2020,9,582183503f991,185,185,6850000,6850000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,9,5822c75d69195,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5822e5030193f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,NAB
2020,9,582c083f47fea,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,58369afbdfda3,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,9,58378e7f81041,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,58390db6cd5a9,30,30,1000000,1000000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,583e28c6ee5cc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,583e41eb0727f,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,58400f0119db6,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,584d53cfe1a8f,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5853fe4ddde0f,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5856ad6fe7c3e,16,16,510000,510000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,58585f5087f49,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,585d5fdb413e5,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,585f16a3c16ea,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,9,586212a75fee9,18,18,580000,580000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,586b4c7d7c272,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,58751b0c7cf5b,30,30,1000000,1000000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2020,9,5.8807E+68,106,106,3690000,3690000,VIPIIAffiliate,FTT > 100 Counts,,Rejected,CBA
2020,9,588613046b875,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,58904d0598366,97,97,3345000,3345000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,58965c42eb74a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,589c20a290af4,16,16,510000,510000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,589dfe20e7ec4,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,9,589dfffce8df3,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,9,58aeac422172a,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,ANZ
2020,9,58b65e816c302,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,9,58c0c42368902,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,58c54f1fad4fc,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,58c6368c82894,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2020,9,58c65fd9ead7e,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,58cb8ed50bf2f,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,58dfb884c5f1a,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,58e4037b789a6,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,58e4050558778,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,58e407c84a4c4,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,58e40b614476c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,58e6f9092a31c,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,9,58f2d3ffbd210,47,47,1595000,1595000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,58f41843d0b5c,22,22,720000,720000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,58f5c2a2f0123,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,590e9e6ed1b0d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5910bd8c3abbd,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5910c331c7e0c,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5911de8fe63bf,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,591d294c74ae7,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2020,9,591ec5c4c046e,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,593036dcdfcbc,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,593f8be446ec3,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5940b29a54e3e,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5956fc2ae95bd,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,5959ecc75f4f0,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,595b4e5020efe,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59782b4378f5b,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2020,9,59787b93553f5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5981396a33fd1,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5982dcba85285,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,59874c489a104,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5987cc9686677,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59896f1dab1b8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,598acd051a6f4,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid,ANZ
2020,9,599267c027ef9,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59a509d710081,18,18,580000,580000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,59a50b3aaf0bc,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,59a50e110685d,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,59a974b1bca2b,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,9,59aa2e8b8015b,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59b17c16a3838,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,59b7fae5876ac,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59b8056a57907,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59ba1b9dea6d5,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,9,59c003c214e4b,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59c0428c01877,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59c49f2e92257,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59c8884bce22f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,59f95a078bac9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,59fe5649c0905,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5a0dbc78579ab,14,14,440000,440000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,9,5a1133bfe5014,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5a16f3d0aec02,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,5a244a4755608,5,0,150000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5a24855681d8f,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5a24abcad8ff4,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,5a2b3f3fe7ba6,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5a2c044ddb366,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,9,5a2c2bd6d6ddc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5a30d9a6f1fba,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2020,9,5a3600548da6d,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,9,5a3672ca28b72,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5a38c4e45bd83,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5a604c19b68c0,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5a6de66693736,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,9,5a7518948a157,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2020,9,5a76efeec13a2,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5a8094c3085f6,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Unpaid,CBA
2020,9,5a95a54934803,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,9,5a964cab7635c,92,92,3170000,3170000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,9,5ac5b59d76713,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5aca110e22d9e,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5ad80f8e05323,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5adaf9c20d127,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5ae2f76982893,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid,ANZ
2020,9,5aeeb04e6bbf7,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,5afceb45d987d,16,16,510000,510000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,5b010275b5601,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5b0616ccbb74a,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,5b0940028d029,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5b0e6bbad90ca,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,9,5b0fc481406a6,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5b0fc4e948c83,41,41,1385000,1385000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,9,5b140fac56118,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5b17abc3a239a,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5b1a570ae8e40,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5b1bec111faf4,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,9,5b1d3258385ad,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,9,5b20dca17e404,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
