Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,7,1,1183,0,0,0,,,Organic,,
2020,7,52f4368889cfc,438,434,16970000,16810000,VIPIIAffiliate,FTT > 100 Counts,,Unpaid_Bounce_Bank,ANZ
2020,7,5334dcc3d215c,617,602,24130000,23530000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,7,533ffb6139522,116,115,4090000,4050000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,7,536900e1ee0bf,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,536b3b92ac8b8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,53718280aa55c,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,53765e58110b9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,7,53b3899abf3b7,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,53c4373f790c8,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,53da4b783cef1,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,53e870e1e9907,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,7,540d6d664ad10,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,54154213572ce,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,5415d7f5b0e45,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,541a5728d9712,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,541a77c4c04ec,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,7,5424f1b1888a2,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,7,542a60ef961fb,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,542a61ca09613,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,7,5430025bbe104,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,543ac92f17f15,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,543f57c673f1a,21,21,685000,685000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2020,7,54446ccf0da2f,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,7,548c3aced2427,105,105,3650000,3650000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2020,7,5497efe5c5a0a,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,7,5497f0186b588,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,7,5497f058408ca,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,7,54a9405a42ba0,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
