Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2021,12,1,546,0,0,0,,,Organic,,
2021,12,52f4368889cfc,62,62,2120000,2120000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,12,533169dc0e44b,2,1,60000,30000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2021,12,5334dcc3d215c,101,101,3490000,3490000,VIPIIAffiliate,FTT > 100 Counts,,Rejected,NAB
2021,12,533ffb6139522,17,17,545000,545000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,12,5345dc5e451f5,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,12,536c689718cd2,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,12,53765e58110b9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,12,537e25d9d1f3b,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,12,53e870e1e9907,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,12,54154213572ce,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,12,541a5728d9712,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,12,5424f1b1888a2,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,CBA
2021,12,542a610da6b9c,3,2,90000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,12,5430025bbe104,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,12,543f57c673f1a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,12,548c3aced2427,44,43,1490000,1455000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,12,5497efe5c5a0a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,12,5497f058408ca,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,12,54d18f3ba89ae,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,12,5558bf85703b0,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
