Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,10,1,920,0,0,0,,,Organic,,
2020,10,52f4368889cfc,279,278,10610000,10570000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,10,5334dcc3d215c,575,574,22450000,22410000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,10,533ffb6139522,88,88,3030000,3030000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,10,536900e1ee0bf,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,53718280aa55c,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,10,53765e58110b9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,ANZ
2020,10,53b3899abf3b7,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,53c4373f790c8,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,53c634f86522e,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,10,53d5475c019d2,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,53d658229268b,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,53da4b783cef1,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,53df212ba97bd,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,53e870e1e9907,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,540e9fd98f489,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,10,54154213572ce,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,541a5728d9712,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,ANZ
2020,10,541a77c4c04ec,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,5424f1b1888a2,23,23,755000,755000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,10,542a60ef961fb,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,542a610da6b9c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,10,542a61ca09613,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,5430025bbe104,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,10,543f57c673f1a,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,10,548c3aced2427,30,30,1000000,1000000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,10,5497efe5c5a0a,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,CBA
2020,10,5497f0186b588,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,10,5497f058408ca,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid,CBA
2020,10,54d18f3ba89ae,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,10,54d498277e7d8,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,5558bf85703b0,60,59,2050000,2015000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,10,55653245aeb89,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,10,55828e847e269,127,126,4530000,4490000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2020,10,55962743b5ed3,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,10,55af2f08bc595,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Unpaid,ANZ
2020,10,55eed43891927,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,NAB
