Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2021,4,1,1019,0,0,0,,,Organic,,
2021,4,52f4368889cfc,203,203,7570000,7570000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,4,5334dcc3d215c,1282,1279,50730000,50610000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,4,533ffb6139522,51,51,1735000,1735000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,4,5345dc5e451f5,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,536900e1ee0bf,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,53765e58110b9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,53c4373f790c8,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,53e870e1e9907,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,53f8bb35da7fa,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,NAB
2021,4,54154213572ce,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,5424f1b1888a2,29,29,965000,965000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,CBA
2021,4,542a61ca09613,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,5430025bbe104,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,543f57c673f1a,37,37,1245000,1245000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,CBA
2021,4,54446ccf0da2f,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,548c3aced2427,53,53,1805000,1805000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,4,5497efe5c5a0a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,5497f0186b588,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2021,4,54d18f3ba89ae,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,5558bf85703b0,14,14,440000,440000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,ANZ
2021,4,5566bc04f0ff8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,55828e847e269,117,117,4130000,4130000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2021,4,55962743b5ed3,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2021,4,55af2f08bc595,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,55c434d3577b9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,5636e753577ef,2,0,0,0,,,Organic,,
2021,4,565ecf8b4ef1c,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,4,566fa58ac8b2a,20,13,650000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,4,568f8e5b5fd64,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,5698c2c66a93a,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,5742884d315d1,28,28,930000,930000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,4,5796ffe48c3f5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,579c27f340f73,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,57a0442a3528c,23,23,755000,755000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,4,57b1722b63517,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2021,4,57b91b69d923d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,57bd83971f065,20,20,650000,650000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,4,57be95e019a26,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,57c002511a1b7,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,4,57c69c6c59213,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2021,4,57d220fa4dbb4,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,57d28b3c90d6a,34,26,1140000,860000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,ANZ
2021,4,57d6134715200,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,57d6310f1c96d,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,57e6c52539a7c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,57edfaa94d0ea,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,57ee069281a7f,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid_Bounce_Bank,CBA
2021,4,57ee390158513,1837,1836,72930000,72890000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,4,57f62b028f9b1,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,57ff411e57c93,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2021,4,580581f5bfca0,46,46,1560000,1560000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid,NAB
2021,4,580e2bd70ac4c,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,58184c5621e9c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,581b1c669430a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,582183503f991,372,372,14330000,14330000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,4,5822c75d69195,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2021,4,582c083f47fea,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,CBA
2021,4,58369afbdfda3,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2021,4,58378e7f81041,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,58390db6cd5a9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,4,583e28c6ee5cc,10,4,300000,120000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,4,58400f0119db6,11,2,335000,60000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,4,584281bc51384,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,585232d8e740e,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,5856ad6fe7c3e,29,16,965000,510000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,4,586212a75fee9,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,586b4c7d7c272,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,58751b0c7cf5b,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,587e207a03b55,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,4,5.8807E+68,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,4,588613046b875,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
