Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2021,3,1,901,0,0,0,,,Organic,,
2021,3,52f4368889cfc,205,204,7650000,7610000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2021,3,5334dcc3d215c,1157,1155,45730000,45650000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2021,3,533ffb6139522,35,34,1175000,1140000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,3,536900e1ee0bf,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2021,3,53765e58110b9,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,3,537e25d9d1f3b,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,3,53df212ba97bd,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,3,53e870e1e9907,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,3,54145841a3be1,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2021,3,54154213572ce,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,3,5415d7f5b0e45,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,3,541a77c4c04ec,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,3,5424f1b1888a2,40,40,1350000,1350000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,3,542a60ef961fb,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2021,3,542a61ca09613,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,3,5430025bbe104,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,3,543ac92f17f15,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid,CBA
2021,3,543f57c673f1a,26,26,860000,860000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,3,54446ccf0da2f,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,3,548c3aced2427,88,87,3030000,2995000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,3,5497efe5c5a0a,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,3,54d18f3ba89ae,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,3,5558bf85703b0,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2021,3,5566bc04f0ff8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
