Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,4,1,1746,0,0,0,,,Organic,,
2020,4,4235e24c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,52f4368889cfc,549,549,21410000,21410000,VIPIIAffiliate,FTT > 100 Counts,,Pending,ANZ
2020,4,5334dcc3d215c,367,367,14130000,14130000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,4,533ffb6139522,266,266,10090000,10090000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,4,534b66cb63ca8,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,535f90b8d86ac,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,NAB
2020,4,536900e1ee0bf,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,53718280aa55c,5,0,150000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,4,53765e58110b9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,4,53b3899abf3b7,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,53c4373f790c8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,4,53c634f86522e,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,ANZ
2020,4,53e870e1e9907,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,53eb3df87a896,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,4,540e9fd98f489,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,4,541026f8dcf5f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,4,54145841a3be1,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,4,54154213572ce,10,8,300000,240000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,4,541a77c4c04ec,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,4,5424f1b1888a2,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,542a607748dcc,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,4,542a60ef961fb,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,4,542a610da6b9c,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,4,5430025bbe104,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,4,543f57c673f1a,47,47,1595000,1595000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,4,54446ccf0da2f,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,548c3aced2427,106,106,3690000,3690000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,4,5497efe5c5a0a,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,4,5497f0186b588,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,4,5497f058408ca,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,4,54a9405a42ba0,6,5,180000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,54d18f3ba89ae,14,14,440000,440000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,4,54d498277e7d8,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,4,554f169d7b7e0,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,4,5558bf85703b0,518,518,20170000,20170000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2020,4,555ee8415551b,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
