Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2021,8,1,699,0,0,0,,,Organic,,
2021,8,52f4368889cfc,75,74,2575000,2540000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,8,5334dcc3d215c,151,151,5490000,5490000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,8,533ffb6139522,21,21,685000,685000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,8,536a351fad444,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2021,8,536c689718cd2,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,NAB
2021,8,53765e58110b9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,53e870e1e9907,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,53f8bb35da7fa,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2021,8,540e9fd98f489,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,NAB
2021,8,541026f8dcf5f,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2021,8,5424f1b1888a2,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,8,542a610da6b9c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,542a61ca09613,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,5430025bbe104,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,543f57c673f1a,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,8,548c3aced2427,57,57,1945000,1945000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,54d18f3ba89ae,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,5558bf85703b0,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,55828e847e269,61,60,2085000,2050000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,55962743b5ed3,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,55af2f08bc595,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,55c434d3577b9,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,5636e753577ef,2,0,0,0,,,Organic,,
2021,8,565ecf8b4ef1c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,566fa58ac8b2a,12,2,370000,60000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid_No_Bank,NAB
2021,8,5672651f107a4,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,56a0a64486492,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,5742884d315d1,68,68,2330000,2330000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,5796ffe48c3f5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,57a0442a3528c,13,9,405000,270000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,57b0a69b213b0,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,57bd83971f065,21,10,685000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,8,57be95e019a26,10,2,300000,60000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,57c69c6c59213,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,8,57d220fa4dbb4,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,8,57d267613b944,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,57d28b3c90d6a,7,3,210000,90000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,8,57ee069281a7f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,57ee390158513,1695,1686,67250000,66890000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2021,8,57ff411e57c93,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,5804cc624de3a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,ANZ
2021,8,580581f5bfca0,17,17,545000,545000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,580e2bd70ac4c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,581b1c669430a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,582183503f991,315,315,12050000,12050000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2021,8,5822c75d69195,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2021,8,5822e5030193f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,582c083f47fea,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,58369afbdfda3,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,58378e7f81041,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,NAB
2021,8,58390db6cd5a9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,5850cfc1b4328,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,5856ad6fe7c3e,13,0,405000,0,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,ANZ
2021,8,586212a75fee9,12,4,370000,120000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,8,586b4c7d7c272,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,5.8807E+68,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,588613046b875,9,6,270000,180000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,58904d0598366,75,74,2575000,2540000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,8,589c108daf8de,7,0,210000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,589c20a290af4,8,3,240000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,589dfd90519ef,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2021,8,589e05122ba6a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2021,8,58aeac422172a,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,58c0c42368902,6,5,180000,150000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,58c65fd9ead7e,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,58f41843d0b5c,137,137,4930000,4930000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2021,8,5910c331c7e0c,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,5911de8fe63bf,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,591d35ba5b169,6,5,180000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,591ec5c4c046e,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,8,592793efb1f73,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,8,5956fc2ae95bd,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,8,59874c489a104,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,8,599267c027ef9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
