Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2021,7,1,1018,0,0,0,,,Organic,,
2021,7,52f4368889cfc,105,104,3650000,3610000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,7,5334dcc3d215c,217,217,8130000,8130000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,7,533ffb6139522,22,22,720000,720000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,ANZ
2021,7,534b66cb63ca8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,7,53d658229268b,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,54154213572ce,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,7,5424f1b1888a2,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,7,542a61ca09613,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,7,543f57c673f1a,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2021,7,54446ccf0da2f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,548c3aced2427,60,60,2050000,2050000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2021,7,54d18f3ba89ae,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,ANZ
2021,7,5558bf85703b0,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2021,7,5566bc04f0ff8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,55828e847e269,96,96,3310000,3310000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,7,55a4baafaca4e,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,7,55c434d3577b9,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2021,7,5636e753577ef,1,0,0,0,,,Organic,,
2021,7,565ecf8b4ef1c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,566fa58ac8b2a,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,5717276477b72,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,7,5742884d315d1,109,109,3810000,3810000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,7,57863da76acac,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,7,5796ffe48c3f5,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,7,579c27f340f73,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,57a0442a3528c,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid_Bounce_Bank,CBA
2021,7,57bbc42248953,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,57bd83971f065,28,28,930000,930000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,7,57be95e019a26,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,7,57c69c6c59213,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,7,57d220fa4dbb4,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,57d267613b944,6,4,180000,120000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,7,57d28b3c90d6a,8,3,240000,90000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,7,57d6134715200,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,7,57dc736379754,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,CBA
2021,7,57ee390158513,1967,1963,78130000,77970000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,7,5804cc624de3a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
