Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,8,1,1007,0,0,0,,,Organic,,
2020,8,52f4368889cfc,271,271,10290000,10290000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,8,5329feb48a79f,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5334dcc3d215c,247,243,9330000,9170000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,8,533ffb6139522,109,109,3810000,3810000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,8,535f90b8d86ac,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,53c4373f790c8,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,53d658229268b,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,53e870e1e9907,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,540d6d664ad10,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,54154213572ce,9,8,270000,240000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5415d7f5b0e45,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,541a77c4c04ec,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Unpaid,CBA
2020,8,5424f1b1888a2,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,542a607748dcc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,542a60ef961fb,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,542a61ca09613,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,542a678eac934,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5430025bbe104,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5432a0709ef70,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,543f57c673f1a,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,548c3aced2427,20,19,650000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,5493b1dd5d4a5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5497efe5c5a0a,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,5497f0186b588,8,7,240000,210000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5497f058408ca,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,54a9405a42ba0,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,54d18f3ba89ae,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5558bf85703b0,70,70,2400000,2400000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,5566bc04f0ff8,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,556939c9b25d2,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,55828e847e269,118,117,4170000,4130000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,8,55962743b5ed3,23,22,755000,720000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,55af2f08bc595,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,55ba1518bb68d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,55d2f31819240,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,55fbee0a23d12,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,8,5636e753577ef,10,0,0,0,,,Organic,,
2020,8,565ecf8b4ef1c,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,566bc8efe487e,14,14,440000,440000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,566fa58ac8b2a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,5672651f107a4,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,567cc979c7cfd,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,568f8e5b5fd64,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5698c2c66a93a,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,56a03e7e62ce1,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,56c157848e1e5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,56d58aa09ec27,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,56d6fa38cbe72,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,57137ff7a7c9f,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5742884d315d1,170,170,6250000,6250000,VIPIIAffiliate,FTT > 100 Counts,,Unpaid_Bounce_Bank,ANZ
2020,8,577cd4f393ede,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,8,5785d415ad48d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5796ffe48c3f5,4,0,120000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,579a7e0284b56,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,8,57a0442a3528c,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,57b0a69b213b0,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,57b1722b63517,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,8,57bd83971f065,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,57be95e019a26,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,57c002511a1b7,27,27,895000,895000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,57c69c6c59213,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,NAB
2020,8,57c974e8b69ee,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,57d220fa4dbb4,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,57d28b3c90d6a,38,38,1280000,1280000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,ANZ
2020,8,57e6c52539a7c,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,57ea60f2361a1,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,57edfaa94d0ea,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,8,57ee069281a7f,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,CBA
2020,8,57ee390158513,831,828,32690000,32570000,VIPIIAffiliate,FTT > 100 Counts,,Rejected,NAB
2020,8,57fc47b4123cd,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,57fca86c2761c,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,57ff411e57c93,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,8,5804cc624de3a,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,580581f5bfca0,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,580e2bd70ac4c,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,581196c72f841,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,58151119ae9f7,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,58184c5621e9c,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,581b1c669430a,24,24,790000,790000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,582183503f991,148,147,5370000,5330000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,8,5822e5030193f,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,582c083f47fea,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,58369afbdfda3,11,11,335000,335000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,58378e7f81041,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,8,58390db6cd5a9,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,8,583e41eb0727f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,58400f0119db6,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,584281bc51384,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,584d53cfe1a8f,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5850cfc1b4328,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,585232d8e740e,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,5856ad6fe7c3e,10,10,300000,300000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,58585f5087f49,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,585f16a3c16ea,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,586212a75fee9,20,20,650000,650000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid_Bounce_Bank,NAB
2020,8,586b4c7d7c272,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,586e9bd7963dc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,58751b0c7cf5b,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,587e207a03b55,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5.8807E+68,72,72,2470000,2470000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,NAB
2020,8,588613046b875,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,NAB
2020,8,58904d0598366,83,83,2855000,2855000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,CBA
2020,8,58965c42eb74a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,589c20a290af4,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,589dfe20e7ec4,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,589dfffce8df3,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,58a139bd5e920,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,NAB
2020,8,58aeac422172a,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,8,58b65e816c302,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,58beacc6a1ef5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,58c0c42368902,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,58c65fd9ead7e,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,58cb8ed50bf2f,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,58dfb884c5f1a,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,58e4050558778,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,58e4069fdf219,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2020,8,58e407c84a4c4,12,12,370000,370000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Pending,CBA
2020,8,58e40990b80c4,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,8,58e40b614476c,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,58e6f9092a31c,3,0,90000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,58f2d3ffbd210,23,23,755000,755000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,8,58f41843d0b5c,22,22,720000,720000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Rejected,NAB
2020,8,58f5c2a2f0123,2,0,60000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,5910c331c7e0c,5,5,150000,150000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,5911bd2e3f479,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,ANZ
2020,8,592793efb1f73,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,593036dcdfcbc,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,5940b29a54e3e,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,8,5956fc2ae95bd,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,8,5959ecc75f4f0,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2020,8,595b4e5020efe,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5960b4bc12086,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,8,5966d67f20644,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,8,59782b4378f5b,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,59787b93553f5,3,0,90000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,8,598053b222001,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
