Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2021,1,1,894,0,0,0,,,Organic,,
2021,1,52f4368889cfc,254,254,9610000,9610000,VIPIIAffiliate,FTT > 100 Counts,,Pending,CBA
2021,1,5334dcc3d215c,830,829,32650000,32610000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2021,1,533ffb6139522,55,55,1875000,1875000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,1,5345dc5e451f5,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,534b66cb63ca8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,1,5363617670b4d,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,5369ab91098f0,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,1,53765e58110b9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid,ANZ
2021,1,53e870e1e9907,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,54154213572ce,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,541a5728d9712,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,541a77c4c04ec,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,5424f1b1888a2,26,26,860000,860000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,1,542a60ef961fb,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,542a6155047d3,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid_No_Bank,CBA
2021,1,542a61ca09613,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,5430025bbe104,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,1,543ac92f17f15,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,1,543f57c673f1a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,548c3aced2427,71,71,2435000,2435000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,1,5497efe5c5a0a,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,5497f0186b588,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,54d18f3ba89ae,13,13,405000,405000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2021,1,54d498277e7d8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2021,1,5535da820a53f,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,5558bf85703b0,16,16,510000,510000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2021,1,5566bd9a0b722,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,55828e847e269,145,144,5250000,5210000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2021,1,55962743b5ed3,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,55a778f3d59cf,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2021,1,55af2f08bc595,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,55c434d3577b9,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2021,1,5636e753577ef,1,0,0,0,,,Organic,,
2021,1,565ecf8b4ef1c,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2021,1,566fa58ac8b2a,32,18,1070000,580000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Unpaid_No_Bank,NAB
2021,1,5672651f107a4,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2021,1,5698c2c66a93a,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2021,1,56a797e0d01da,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
