Year,Month,Affiliate_ID,Ftt_Num,Approved_Num,Total_Fee,Approved_Fee,Criteria,Level,Organic,Status,Bank
2020,1,1,1953,0,0,0,,,Organic,,
2020,1,3a1c109b,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,1,4235e24c,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,CBA
2020,1,52f4368889cfc,761,761,29890000,29890000,VIPIIAffiliate,FTT > 100 Counts,,Pending,NAB
2020,1,53190f42b1dc7,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,532307a825538,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,5334dcc3d215c,174,174,6410000,6410000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,1,5.34E+12,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Rejected,CBA
2020,1,533ffb6139522,257,257,9730000,9730000,VIPIIAffiliate,FTT > 100 Counts,,Paid,CBA
2020,1,5363617670b4d,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,536900e1ee0bf,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,536b3b92ac8b8,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,53718280aa55c,3,0,90000,0,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2020,1,53765e58110b9,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,537e96248657f,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,539b4291ac8f1,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,53b3899abf3b7,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,53c4373f790c8,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,53d658229268b,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Pending,NAB
2020,1,53e1dba9bca76,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,53eb3df87a896,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,540d6d664ad10,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,540e9fd98f489,8,8,240000,240000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,541026f8dcf5f,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,54145841a3be1,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,54154213572ce,18,18,580000,580000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,1,541644b404eb5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,541a77c4c04ec,3,3,90000,90000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,5424f1b1888a2,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,542a60ef961fb,20,20,650000,650000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,1,542a61ca09613,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,542a678eac934,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Pending,CBA
2020,1,5430025bbe104,7,7,210000,210000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,5432a0709ef70,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,543f57c673f1a,19,19,615000,615000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,1,54446ccf0da2f,4,4,120000,120000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,548c3aced2427,189,189,7010000,7010000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,1,5493b1dd5d4a5,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Rejected,NAB
2020,1,5497efe5c5a0a,9,9,270000,270000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,5497f0186b588,15,15,475000,475000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,NAB
2020,1,54a9405a42ba0,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,54ad524f9c311,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,54bcb81ac42f1,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,54bd0e2982009,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,54d18f3ba89ae,28,28,930000,930000,VIPIAffiliate,10 Counts < FTT <= 100 Counts,,Paid,ANZ
2020,1,54d498277e7d8,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Unpaid,NAB
2020,1,554f169d7b7e0,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,5558bf85703b0,715,714,28050000,28010000,VIPIIAffiliate,FTT > 100 Counts,,Paid,NAB
2020,1,5566bc04f0ff8,6,6,180000,180000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,5566bd9a0b722,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Rejected,ANZ
2020,1,55828e847e269,362,360,13930000,13850000,VIPIIAffiliate,FTT > 100 Counts,,Paid,ANZ
2020,1,5588b8148f6e3,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,NAB
2020,1,558f968a2e312,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,55962743b5ed3,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,ANZ
2020,1,559cb8e9ef173,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,55a3e4819e2d7,2,2,60000,60000,NormalAffiliate,FTT >0 Counts,,Paid,CBA
2020,1,55a4baafaca4e,1,0,30000,0,NormalAffiliate,FTT >0 Counts,,Unpaid_Bounce_Bank,ANZ
2020,1,55a8a4d2d11ef,1,1,30000,30000,NormalAffiliate,FTT >0 Counts,,Paid,NAB
